ID_media_giorno,data_giorno,pioggia,uv,luce,pressione,umidita,temperatura,temperatura_interna,prov
1,2021-12-13,0.0,26.923285714285644,0.8887857142857144,1028.5594999999994,61.826928571428546,7.23092857142857,7.296571428571434,
2,2021-12-14,0.0,37.815287356321804,5.661662817551963,1024.8652183908036,56.86701149425284,8.99728735632183,8.586666666666664,
