ID_misurazioni,data_ora_server,data_ora_stazione,pioggia,uv,luce,pressione,umidita,temperatura,temperatura_interna,prov
932,2021-12-15 07:58:28.513282,2021-12-15 07:58:18.448604,0.0,29.3,3.23,1031.4,61.25,3.11,2.68,
933,2021-12-15 08:00:39.786477,2021-12-15 08:00:29.723376,0.0,34.18,3.34,1031.28,61.15,3.22,2.82,
934,2021-12-15 08:02:51.450206,2021-12-15 08:02:40.984532,0.0,29.3,3.46,1031.04,60.44,3.25,2.95,
935,2021-12-15 08:05:21.929007,2021-12-15 08:04:52.590616,0.0,29.3,3.62,1031.2,60.51,3.3,3.08,
936,2021-12-15 08:07:33.638001,2021-12-15 08:07:23.226496,0.0,29.3,3.82,1031.19,60.44,3.39,3.22,
937,2021-12-15 08:09:45.080121,2021-12-15 08:09:35.020397,0.0,34.18,4.03,1031.25,60.4,3.52,3.38,
938,2021-12-15 09:00:47.729839,2021-12-15 09:00:38.379363,0.0,43.95,16.96,1023.19,37.46,12.61,13.15,
939,2021-12-15 09:02:59.111361,2021-12-15 09:02:49.375781,0.0,48.83,16.4,1022.83,37.69,12.99,13.22,
940,2021-12-15 09:06:28.012679,2021-12-15 09:06:09.334602,0.0,48.83,16.77,1021.83,35.89,13.65,13.33,
941,2021-12-15 09:09:29.774688,2021-12-15 09:09:20.442224,0.0,48.83,16.87,1020.27,36.09,13.65,13.3,
942,2021-12-15 09:12:31.739093,2021-12-15 09:12:22.077151,0.0,48.83,17.51,1019.88,35.05,14.27,13.57,
943,2021-12-15 09:14:41.460293,2021-12-15 09:14:32.018028,0.0,53.71,17.14,1019.25,34.26,14.47,13.66,
944,2021-12-15 09:18:22.370640,2021-12-15 09:18:10.193326,0.0,48.83,17.14,1018.93,34.1,14.83,13.9,
945,2021-12-15 09:24:03.718501,2021-12-15 09:23:53.062801,0.0,48.83,17.42,1016.93,32.68,15.71,13.9,
946,2021-12-15 09:28:40.561281,2021-12-15 09:28:31.216658,0.0,48.83,17.42,1017.98,32.0,15.76,14.6,
947,2021-12-15 09:31:22.047547,2021-12-15 09:31:12.655418,0.0,48.83,17.23,1016.33,33.03,15.55,14.12,
948,2021-12-15 09:34:03.725645,2021-12-15 09:33:53.554130,0.0,53.71,17.14,1016.44,33.07,15.35,14.23,
949,2021-12-15 09:37:45.099608,2021-12-15 09:37:34.477067,0.0,53.71,15.11,1015.89,33.28,15.48,14.05,
950,2021-12-15 09:48:52.552254,2021-12-15 09:48:22.335545,0.0,48.83,15.67,1017.08,33.61,15.55,14.6,
951,2021-12-15 09:52:53.703626,2021-12-15 09:52:43.555526,0.0,48.83,16.87,1017.25,34.26,15.17,14.77,
952,2021-12-15 09:56:58.950793,2021-12-15 09:56:48.559979,0.0,43.95,16.59,1012.5,34.65,15.17,13.33,
