ID_misurazioni,data_ora_server,data_ora_stazione,pioggia,uv,luce,pressione,umidita,temperatura,temperatura_interna,prov
218,2021-12-13 21:37:46.079787,2021-12-13 21:37:35.802294,0.0,19.53,0.0,1029.29,70.89,3.94,3.54,
219,2021-12-13 21:39:57.476674,2021-12-13 21:39:47.199456,0.0,24.41,0.0,1029.38,70.89,3.94,3.5,
220,2021-12-13 21:42:08.965905,2021-12-13 21:41:58.867953,0.0,24.41,0.0,1029.37,70.89,3.94,3.45,
221,2021-12-13 21:44:20.248171,2021-12-13 21:44:10.148242,0.0,24.41,0.0,1029.56,71.11,3.98,3.46,
222,2021-12-13 21:46:32.070179,2021-12-13 21:46:21.408199,0.0,24.41,0.0,1029.56,70.83,3.95,3.45,
223,2021-12-13 21:48:43.398405,2021-12-13 21:48:33.243015,0.0,24.41,0.0,1029.53,71.24,3.92,3.44,
224,2021-12-13 21:50:54.690709,2021-12-13 21:50:44.600834,0.0,24.41,0.0,1029.73,70.87,3.97,3.45,
225,2021-12-13 21:53:06.314593,2021-12-13 21:52:55.902591,0.0,24.41,0.0,1029.49,70.82,4.02,3.45,
226,2021-12-13 21:55:17.848144,2021-12-13 21:55:07.562278,0.0,24.41,0.0,1029.51,70.64,3.95,3.45,
227,2021-12-13 21:57:29.140102,2021-12-13 21:57:19.043014,0.0,24.41,0.0,1029.49,70.78,3.94,3.45,
228,2021-12-13 21:59:40.319823,2021-12-13 21:59:30.221458,0.0,29.3,0.0,1029.53,71.14,3.95,3.46,
229,2021-12-13 22:01:51.491077,2021-12-13 22:01:41.394777,0.0,24.41,0.0,1029.34,70.91,3.94,3.45,
230,2021-12-13 22:04:02.857765,2021-12-13 22:03:52.574146,0.0,29.3,0.0,1029.55,70.89,3.94,3.45,
231,2021-12-13 22:06:23.518956,2021-12-13 22:06:04.053093,0.0,24.41,0.0,1029.63,71.13,3.91,3.44,
232,2021-12-13 22:08:34.750060,2021-12-13 22:08:24.649082,0.0,24.41,0.0,1029.56,70.83,3.91,3.42,
233,2021-12-13 22:10:51.120202,2021-12-13 22:10:35.930134,0.0,24.41,0.0,1029.55,71.01,3.87,3.41,
234,2021-12-13 22:13:02.512547,2021-12-13 22:12:52.280446,0.0,24.41,0.0,1029.55,70.83,3.91,3.38,
235,2021-12-13 22:15:14.015315,2021-12-13 22:15:03.809943,0.0,24.41,0.0,1029.56,70.69,3.91,3.36,
236,2021-12-13 22:17:25.563639,2021-12-13 22:17:15.194809,0.0,24.41,0.0,1029.7,71.15,3.9,3.38,
237,2021-12-13 22:19:36.875204,2021-12-13 22:19:26.776225,0.0,24.41,0.0,1029.61,70.98,3.87,3.36,
238,2021-12-13 22:21:55.521660,2021-12-13 22:21:43.135990,0.0,29.3,0.0,1029.68,71.18,3.9,3.36,
239,2021-12-13 22:24:06.804715,2021-12-13 22:23:56.708062,0.0,24.41,0.0,1029.65,70.89,3.84,3.34,
240,2021-12-13 22:26:17.929323,2021-12-13 22:26:07.835375,0.0,24.41,0.0,1029.76,71.18,3.75,3.31,
241,2021-12-13 22:28:29.428329,2021-12-13 22:28:19.156235,0.0,29.3,0.0,1029.59,71.5,3.71,3.3,
242,2021-12-13 22:30:40.640126,2021-12-13 22:30:30.437141,0.0,24.41,0.0,1029.55,71.27,3.78,3.3,
243,2021-12-13 22:32:51.773835,2021-12-13 22:32:41.677082,0.0,24.41,0.0,1029.69,71.27,3.8,3.33,
244,2021-12-13 22:35:03.085412,2021-12-13 22:34:52.990935,0.0,19.53,0.0,1029.42,71.38,3.78,3.3,
245,2021-12-13 22:37:17.915812,2021-12-13 22:37:07.342566,0.0,24.41,0.0,1029.69,71.46,3.8,3.33,
246,2021-12-13 22:39:35.371842,2021-12-13 22:39:24.251464,0.0,29.3,0.0,1029.51,71.04,3.9,3.34,
247,2021-12-13 22:41:46.825325,2021-12-13 22:41:36.552499,0.0,24.41,0.0,1029.62,70.86,3.92,3.37,
248,2021-12-13 22:44:00.944919,2021-12-13 22:43:50.087399,0.0,24.41,0.0,1029.59,70.65,3.99,3.41,
249,2021-12-13 22:46:12.613264,2021-12-13 22:46:02.081988,0.0,19.53,0.0,1029.61,70.25,4.05,3.47,
250,2021-12-13 22:48:33.195598,2021-12-13 22:48:13.741077,0.0,24.41,0.0,1029.47,70.5,4.08,3.49,
251,2021-12-13 22:50:44.697057,2021-12-13 22:50:34.467492,0.0,24.41,0.0,1029.65,70.45,4.11,3.52,
252,2021-12-13 22:52:59.633167,2021-12-13 22:52:49.126313,0.0,24.41,0.0,1029.74,70.27,4.02,3.53,
253,2021-12-13 22:55:11.120837,2021-12-13 22:55:00.910407,0.0,24.41,0.0,1029.56,70.78,3.98,3.49,
254,2021-12-13 22:57:22.492449,2021-12-13 22:57:12.396230,0.0,24.41,0.0,1029.51,70.81,3.98,3.49,
255,2021-12-13 22:59:33.692479,2021-12-13 22:59:23.571372,0.0,24.41,0.0,1029.65,70.7,3.98,3.49,
256,2021-12-13 23:01:45.460964,2021-12-13 23:01:34.949770,0.0,24.41,0.0,1029.55,70.84,3.97,3.47,
257,2021-12-13 23:03:56.633364,2021-12-13 23:03:46.535964,0.0,24.41,0.0,1029.67,70.73,3.98,3.48,
258,2021-12-13 23:06:08.743651,2021-12-13 23:05:58.018221,0.0,24.41,0.0,1029.72,70.47,4.05,3.52,
259,2021-12-13 23:08:20.584976,2021-12-13 23:08:10.013886,0.0,24.41,0.0,1029.65,70.13,4.04,3.52,
260,2021-12-13 23:10:32.234551,2021-12-13 23:10:21.674349,0.0,24.41,0.0,1029.63,70.27,4.05,3.52,
261,2021-12-13 23:12:43.483580,2021-12-13 23:12:33.386750,0.0,19.53,0.0,1029.54,70.73,3.97,3.52,
262,2021-12-13 23:14:54.855040,2021-12-13 23:14:44.759856,0.0,29.3,0.0,1029.85,70.55,3.92,3.52,
263,2021-12-13 23:17:06.716518,2021-12-13 23:16:56.146225,0.0,29.3,0.0,1029.64,69.18,4.25,3.56,
264,2021-12-13 23:19:19.205758,2021-12-13 23:19:08.041293,0.0,24.41,0.0,1029.56,68.85,4.42,3.63,
265,2021-12-13 23:21:31.426563,2021-12-13 23:21:20.443513,0.0,24.41,0.0,1029.61,68.97,4.36,3.7,
266,2021-12-13 23:23:42.767904,2021-12-13 23:23:32.542071,0.0,24.41,0.0,1029.86,69.13,4.3,3.73,
267,2021-12-13 23:27:55.534917,2021-12-13 23:27:44.375041,0.0,24.41,0.0,1029.67,70.0,4.05,3.69,
268,2021-12-13 23:30:07.853957,2021-12-13 23:29:56.749039,0.0,29.3,0.0,1029.81,69.44,4.2,3.73,
269,2021-12-13 23:32:19.160208,2021-12-13 23:32:08.951002,0.0,19.53,0.0,1029.63,69.3,4.19,3.7,
270,2021-12-13 23:34:30.500468,2021-12-13 23:34:20.226371,0.0,24.41,0.0,1029.53,69.9,4.11,3.68,
271,2021-12-13 23:36:43.913800,2021-12-13 23:36:31.610036,0.0,24.41,0.0,1029.66,69.86,4.07,3.65,
272,2021-12-13 23:38:55.127471,2021-12-13 23:38:45.034795,0.0,24.41,0.0,1029.72,70.34,3.95,3.64,
273,2021-12-13 23:41:07.042258,2021-12-13 23:40:56.520368,0.0,24.41,0.0,1029.7,70.59,3.84,3.6,
274,2021-12-13 23:43:18.811520,2021-12-13 23:43:08.206992,0.0,24.41,0.0,1029.78,70.78,3.81,3.55,
275,2021-12-13 23:47:31.744624,2021-12-13 23:47:20.425486,0.0,24.41,0.0,1029.85,70.59,3.82,3.46,
276,2021-12-13 23:49:42.978953,2021-12-13 23:49:32.825159,0.0,29.3,0.0,1029.82,70.34,3.82,3.42,
277,2021-12-13 23:51:54.190167,2021-12-13 23:51:44.101114,0.0,24.41,0.0,1029.84,70.16,3.88,3.41,
278,2021-12-13 23:54:05.648081,2021-12-13 23:53:55.381191,0.0,24.41,0.0,1029.57,70.51,3.84,3.36,
279,2021-12-13 23:56:16.884868,2021-12-13 23:56:06.614100,0.0,19.53,0.0,1029.6,70.61,3.81,3.35,
280,2021-12-13 23:58:29.073547,2021-12-13 23:58:17.916826,0.0,24.41,0.0,1029.65,70.94,3.78,3.35,
281,2021-12-14 00:00:40.332848,2021-12-14 00:00:30.238917,0.0,24.41,0.0,1029.7,71.02,3.78,3.34,
282,2021-12-14 00:02:51.612332,2021-12-14 00:02:41.516936,0.0,24.41,0.0,1029.7,70.82,3.73,3.35,
283,2021-12-14 00:05:03.498428,2021-12-14 00:04:52.719773,0.0,24.41,0.0,1029.64,71.02,3.64,3.3,
284,2021-12-14 00:07:15.556012,2021-12-14 00:07:04.891267,0.0,29.3,0.0,1029.77,71.46,3.52,3.29,
285,2021-12-14 00:09:27.433446,2021-12-14 00:09:16.682842,0.0,29.3,0.0,1029.61,71.77,3.52,3.22,
286,2021-12-14 00:11:38.670120,2021-12-14 00:11:28.575799,0.0,19.53,0.0,1029.67,71.75,3.57,3.21,
287,2021-12-14 00:13:50.433987,2021-12-14 00:13:39.853814,0.0,24.41,0.0,1029.61,71.84,3.62,3.19,
288,2021-12-14 00:16:01.809244,2021-12-14 00:15:51.541228,0.0,24.41,0.0,1029.57,71.47,3.57,3.16,
289,2021-12-14 00:18:13.532640,2021-12-14 00:18:03.022668,0.0,24.41,0.0,1029.65,71.56,3.47,3.14,
290,2021-12-14 00:20:25.008672,2021-12-14 00:20:14.915753,0.0,29.3,0.0,1029.94,71.96,3.42,3.11,
291,2021-12-14 00:22:37.183974,2021-12-14 00:22:26.196271,0.0,24.41,0.0,1029.7,71.82,3.4,3.03,
292,2021-12-14 00:24:51.355949,2021-12-14 00:24:41.260704,0.0,24.41,0.0,1029.58,72.17,3.35,2.94,
293,2021-12-14 00:27:02.947943,2021-12-14 00:26:52.744220,0.0,24.41,0.0,1029.58,71.77,3.39,2.91,
294,2021-12-14 00:29:14.723156,2021-12-14 00:29:04.226560,0.0,24.41,0.0,1029.68,72.02,3.43,2.92,
295,2021-12-14 00:31:26.541538,2021-12-14 00:31:15.977741,0.0,24.41,0.0,1029.73,71.48,3.32,2.88,
296,2021-12-14 00:33:37.897962,2021-12-14 00:33:27.806535,0.0,24.41,0.0,1029.53,72.63,3.19,2.83,
297,2021-12-14 00:35:49.073381,2021-12-14 00:35:38.981563,0.0,24.41,0.0,1029.59,72.72,3.22,2.81,
298,2021-12-14 00:38:00.396475,2021-12-14 00:37:50.298809,0.0,19.53,0.0,1029.64,72.38,3.29,2.79,
299,2021-12-14 00:40:12.210012,2021-12-14 00:40:01.847347,0.0,29.3,0.0,1029.7,72.53,3.26,2.76,
300,2021-12-14 00:42:24.595037,2021-12-14 00:42:13.339507,0.0,29.3,0.0,1029.46,72.45,3.25,2.71,
301,2021-12-14 00:44:36.452688,2021-12-14 00:44:25.936508,0.0,24.41,0.0,1029.7,72.69,3.22,2.7,
302,2021-12-14 00:46:48.100497,2021-12-14 00:46:37.830711,0.0,24.41,0.0,1029.61,72.78,3.27,2.72,
303,2021-12-14 00:49:01.912396,2021-12-14 00:48:49.413689,0.0,24.41,0.0,1029.7,72.73,3.29,2.74,
304,2021-12-14 00:51:15.594718,2021-12-14 00:51:03.031195,0.0,24.41,0.0,1029.77,72.94,3.26,2.74,
305,2021-12-14 00:53:26.878527,2021-12-14 00:53:16.781802,0.0,24.41,0.0,1029.85,72.65,3.29,2.75,
306,2021-12-14 00:55:38.053983,2021-12-14 00:55:27.962555,0.0,24.41,0.0,1029.8,72.93,3.21,2.74,
307,2021-12-14 00:57:49.707380,2021-12-14 00:57:39.440487,0.0,19.53,0.0,1029.72,73.2,3.18,2.72,
308,2021-12-14 01:00:02.106090,2021-12-14 00:59:50.925461,0.0,29.3,0.0,1029.64,73.19,3.16,2.69,
309,2021-12-14 01:02:13.455901,2021-12-14 01:02:03.226904,0.0,24.41,0.0,1029.61,72.89,3.16,2.68,
310,2021-12-14 01:04:24.695366,2021-12-14 01:04:14.608204,0.0,24.41,0.0,1029.55,72.95,3.16,2.66,
311,2021-12-14 01:06:36.089740,2021-12-14 01:06:25.880976,0.0,24.41,0.0,1029.63,73.14,3.14,2.64,
312,2021-12-14 01:08:47.325452,2021-12-14 01:08:37.231964,0.0,19.53,0.0,1029.7,73.26,3.09,2.62,
313,2021-12-14 01:10:58.533712,2021-12-14 01:10:48.440683,0.0,29.3,0.0,1029.65,73.19,3.14,2.6,
314,2021-12-14 01:13:09.673449,2021-12-14 01:12:59.579327,0.0,24.41,0.0,1029.6,73.23,3.08,2.59,
315,2021-12-14 01:15:20.828129,2021-12-14 01:15:10.738067,0.0,29.3,0.0,1029.67,73.53,3.06,2.58,
316,2021-12-14 01:17:32.059216,2021-12-14 01:17:21.964095,0.0,24.41,0.0,1029.78,73.5,3.06,2.57,
317,2021-12-14 01:19:45.673136,2021-12-14 01:19:33.344467,0.0,34.18,0.0,1029.64,73.43,2.97,2.54,
318,2021-12-14 01:21:57.069945,2021-12-14 01:21:46.975121,0.0,24.41,0.0,1029.56,73.82,2.92,2.5,
319,2021-12-14 01:24:08.247873,2021-12-14 01:23:58.152245,0.0,24.41,0.0,1029.75,74.05,2.95,2.52,
320,2021-12-14 01:26:38.718660,2021-12-14 01:26:09.530992,0.0,24.41,0.0,1029.71,73.92,3.01,2.54,
321,2021-12-14 01:28:50.375568,2021-12-14 01:28:39.858978,0.0,19.53,0.0,1029.9,73.61,3.08,2.57,
322,2021-12-14 01:31:11.201802,2021-12-14 01:30:51.617689,0.0,19.53,0.0,1029.9,73.09,3.06,2.56,
323,2021-12-14 01:33:22.446203,2021-12-14 01:33:12.349973,0.0,24.41,0.0,1029.8,73.32,2.82,2.54,
324,2021-12-14 01:35:33.719340,2021-12-14 01:35:23.622762,0.0,24.41,0.0,1029.69,74.31,2.78,2.53,
325,2021-12-14 01:37:45.515525,2021-12-14 01:37:35.001972,0.0,24.41,0.0,1029.61,73.98,2.77,2.48,
326,2021-12-14 01:40:01.731202,2021-12-14 01:39:51.610007,0.0,29.3,0.0,1029.8,73.62,2.84,2.48,
327,2021-12-14 01:42:13.163104,2021-12-14 01:42:02.783725,0.0,34.18,0.0,1029.67,73.93,2.77,2.42,
328,2021-12-14 01:44:24.647046,2021-12-14 01:44:14.369229,0.0,24.41,0.0,1029.73,73.85,2.77,2.4,
329,2021-12-14 01:46:35.874393,2021-12-14 01:46:25.776531,0.0,24.41,0.0,1029.66,73.54,2.84,2.38,
330,2021-12-14 01:48:47.585935,2021-12-14 01:48:37.024605,0.0,24.41,0.0,1029.68,72.72,2.97,2.4,
331,2021-12-14 01:51:01.039182,2021-12-14 01:50:48.712666,0.0,24.41,0.0,1029.66,73.15,2.95,2.41,
332,2021-12-14 01:53:12.636223,2021-12-14 01:53:02.140323,0.0,29.3,0.0,1029.66,73.25,2.88,2.39,
333,2021-12-14 01:55:27.511087,2021-12-14 01:55:17.413981,0.0,24.41,0.0,1029.81,73.8,2.8,2.36,
334,2021-12-14 01:57:38.789979,2021-12-14 01:57:28.690917,0.0,24.41,0.0,1029.75,73.99,2.8,2.36,
335,2021-12-14 01:59:50.445713,2021-12-14 01:59:40.172038,0.0,24.41,0.0,1029.66,73.92,2.85,2.36,
336,2021-12-14 02:02:01.759944,2021-12-14 02:01:51.552662,0.0,24.41,0.0,1029.63,73.82,2.89,2.39,
337,2021-12-14 02:04:14.118047,2021-12-14 02:04:02.728873,0.0,24.41,0.0,1029.83,73.21,2.99,2.44,
338,2021-12-14 02:06:25.340303,2021-12-14 02:06:15.240126,0.0,24.41,0.0,1029.83,73.37,2.95,2.46,
339,2021-12-14 02:08:36.508081,2021-12-14 02:08:26.411785,0.0,24.41,0.0,1029.68,73.36,2.91,2.46,
340,2021-12-14 02:10:50.658361,2021-12-14 02:10:40.559281,0.0,24.41,0.0,1029.9,73.49,2.87,2.48,
341,2021-12-14 02:13:01.998619,2021-12-14 02:12:51.902772,0.0,19.53,0.0,1029.65,73.89,2.84,2.45,
342,2021-12-14 02:15:13.728946,2021-12-14 02:15:03.215157,0.0,24.41,0.0,1029.71,73.93,2.8,2.46,
343,2021-12-14 02:17:24.999132,2021-12-14 02:17:14.903827,0.0,24.41,0.0,1029.85,73.99,2.8,2.46,
344,2021-12-14 02:19:36.586599,2021-12-14 02:19:26.184777,0.0,24.41,0.0,1029.74,73.49,2.89,2.48,
345,2021-12-14 02:21:47.995320,2021-12-14 02:21:37.628799,0.0,24.41,0.0,1029.66,72.87,3.04,2.48,
346,2021-12-14 02:23:59.141835,2021-12-14 02:23:49.042271,0.0,29.3,0.0,1029.89,72.51,3.02,2.53,
347,2021-12-14 02:26:15.337227,2021-12-14 02:26:05.240014,0.0,24.41,0.0,1029.81,72.54,3.01,2.49,
348,2021-12-14 02:28:26.607269,2021-12-14 02:28:16.510541,0.0,24.41,0.0,1029.66,72.76,3.01,2.49,
349,2021-12-14 02:30:37.999238,2021-12-14 02:30:27.896588,0.0,24.41,0.0,1029.58,73.2,2.91,2.46,
350,2021-12-14 02:32:49.168140,2021-12-14 02:32:39.071576,0.0,24.41,0.0,1029.67,73.64,2.82,2.48,
351,2021-12-14 02:35:01.445511,2021-12-14 02:34:50.347565,0.0,24.41,0.0,1029.64,73.7,2.82,2.44,
352,2021-12-14 02:37:13.157395,2021-12-14 02:37:02.658279,0.0,19.53,0.0,1029.7,73.67,2.84,2.43,
353,2021-12-14 02:39:24.305445,2021-12-14 02:39:14.207622,0.0,24.41,0.0,1029.75,73.59,2.84,2.43,
354,2021-12-14 02:41:35.499454,2021-12-14 02:41:25.408936,0.0,24.41,0.0,1029.61,73.19,2.89,2.4,
355,2021-12-14 02:43:46.881877,2021-12-14 02:43:36.793106,0.0,24.41,0.0,1029.63,72.85,2.94,2.41,
356,2021-12-14 02:45:58.090250,2021-12-14 02:45:47.993679,0.0,24.41,0.0,1029.64,72.73,2.77,2.39,
357,2021-12-14 02:48:09.344203,2021-12-14 02:47:59.244959,0.0,24.41,0.0,1029.84,72.69,2.84,2.39,
358,2021-12-14 02:50:21.137907,2021-12-14 02:50:10.423231,0.0,24.41,0.0,1029.81,72.84,2.91,2.42,
359,2021-12-14 02:52:32.405566,2021-12-14 02:52:22.311113,0.0,24.41,0.0,1029.77,72.48,2.88,2.39,
360,2021-12-14 02:54:43.914346,2021-12-14 02:54:33.692354,0.0,24.41,0.0,1029.76,72.73,2.87,2.36,
361,2021-12-14 02:56:58.238451,2021-12-14 02:56:48.141015,0.0,24.41,0.0,1029.84,72.13,3.04,2.4,
362,2021-12-14 02:59:09.875815,2021-12-14 02:58:59.343825,0.0,24.41,0.0,1029.58,71.86,3.06,2.45,
363,2021-12-14 03:01:21.236081,2021-12-14 03:01:11.011065,0.0,24.41,0.0,1029.51,72.12,2.99,2.46,
364,2021-12-14 03:03:32.389212,2021-12-14 03:03:22.289492,0.0,24.41,0.0,1029.59,72.41,2.94,2.49,
365,2021-12-14 03:05:43.783522,2021-12-14 03:05:33.562719,0.0,24.41,0.0,1029.52,72.32,2.89,2.46,
366,2021-12-14 03:07:57.117706,2021-12-14 03:07:44.943197,0.0,24.41,0.0,1029.68,72.38,2.89,2.45,
367,2021-12-14 03:10:08.364398,2021-12-14 03:09:58.270499,0.0,24.41,0.0,1029.72,72.64,2.85,2.4,
368,2021-12-14 03:12:20.019958,2021-12-14 03:12:09.551811,0.0,29.3,0.0,1029.48,72.97,2.85,2.34,
369,2021-12-14 03:14:31.229974,2021-12-14 03:14:21.026751,0.0,24.41,0.0,1029.56,73.31,2.8,2.32,
370,2021-12-14 03:16:42.419083,2021-12-14 03:16:32.260917,0.0,29.3,0.0,1029.5,73.36,2.76,2.3,
371,2021-12-14 03:18:53.892930,2021-12-14 03:18:43.687362,0.0,29.3,0.0,1029.37,73.42,2.82,2.32,
372,2021-12-14 03:21:05.263294,2021-12-14 03:20:55.167693,0.0,34.18,0.0,1029.47,72.98,2.91,2.36,
373,2021-12-14 03:23:16.866160,2021-12-14 03:23:06.344767,0.0,24.41,0.0,1029.44,72.76,2.91,2.39,
374,2021-12-14 03:25:28.084847,2021-12-14 03:25:17.991894,0.0,24.41,0.0,1029.38,72.96,2.82,2.37,
375,2021-12-14 03:27:39.367862,2021-12-14 03:27:29.094515,0.0,24.41,0.0,1029.41,73.22,2.74,2.33,
376,2021-12-14 03:29:50.856600,2021-12-14 03:29:40.593143,0.0,24.41,0.0,1029.6,73.62,2.7,2.31,
377,2021-12-14 03:32:02.533474,2021-12-14 03:31:51.971258,0.0,24.41,0.0,1029.49,73.54,2.73,2.26,
378,2021-12-14 03:34:13.816578,2021-12-14 03:34:03.662870,0.0,24.41,0.0,1029.55,73.2,2.81,2.3,
379,2021-12-14 03:36:25.515555,2021-12-14 03:36:14.859599,0.0,24.41,0.0,1029.51,72.75,2.84,2.3,
380,2021-12-14 03:38:36.941440,2021-12-14 03:38:26.725125,0.0,24.41,0.0,1029.55,73.12,2.78,2.31,
381,2021-12-14 03:40:48.522601,2021-12-14 03:40:37.952677,0.0,24.41,0.0,1029.49,73.1,2.7,2.28,
382,2021-12-14 03:43:03.177910,2021-12-14 03:42:53.084868,0.0,24.41,0.0,1029.52,73.92,2.6,2.24,
383,2021-12-14 03:45:23.997741,2021-12-14 03:45:04.452817,0.0,24.41,0.0,1029.48,74.04,2.5,2.21,
384,2021-12-14 03:47:35.174360,2021-12-14 03:47:25.084957,0.0,19.53,0.0,1029.51,74.3,2.47,2.17,
385,2021-12-14 03:49:46.984941,2021-12-14 03:49:36.325289,0.0,24.41,0.0,1029.52,74.15,2.39,2.11,
386,2021-12-14 03:51:58.519602,2021-12-14 03:51:48.425376,0.0,19.53,0.0,1029.37,74.08,2.32,2.05,
387,2021-12-14 03:54:09.587573,2021-12-14 03:53:59.497351,0.0,19.53,0.0,1029.51,74.44,2.35,2.05,
388,2021-12-14 03:56:20.892664,2021-12-14 03:56:10.621357,0.0,24.41,0.0,1029.43,74.36,2.39,2.01,
389,2021-12-14 03:58:32.150248,2021-12-14 03:58:22.051675,0.0,24.41,0.0,1029.43,74.33,2.36,2.0,
390,2021-12-14 04:00:43.426609,2021-12-14 04:00:33.331926,0.0,24.41,0.0,1029.52,74.55,2.49,2.04,
391,2021-12-14 04:02:54.630129,2021-12-14 04:02:44.535970,0.0,24.41,0.0,1029.38,74.37,2.54,2.08,
392,2021-12-14 04:05:06.904949,2021-12-14 04:04:55.784257,0.0,24.41,0.0,1029.5,74.04,2.53,2.06,
393,2021-12-14 04:07:18.189066,2021-12-14 04:07:07.982082,0.0,29.3,0.0,1029.42,74.31,2.51,2.03,
394,2021-12-14 04:09:29.458871,2021-12-14 04:09:19.367018,0.0,34.18,0.0,1029.22,73.98,2.49,2.03,
395,2021-12-14 04:11:42.953862,2021-12-14 04:11:30.643039,0.0,24.41,0.0,1029.33,74.47,2.39,1.97,
396,2021-12-14 04:13:54.162966,2021-12-14 04:13:44.070232,0.0,24.41,0.0,1029.24,74.71,2.37,1.93,
397,2021-12-14 04:16:05.336663,2021-12-14 04:15:55.243421,0.0,19.53,0.0,1029.5,74.63,2.51,2.0,
398,2021-12-14 04:18:16.683092,2021-12-14 04:18:06.476261,0.0,24.41,0.0,1029.19,73.27,2.73,2.01,
399,2021-12-14 04:20:28.114722,2021-12-14 04:20:17.902197,0.0,24.41,0.0,1029.36,73.42,2.66,2.06,
400,2021-12-14 04:22:39.484354,2021-12-14 04:22:29.385085,0.0,24.41,0.0,1029.32,73.98,2.63,2.07,
401,2021-12-14 04:24:51.064808,2021-12-14 04:24:40.662283,0.0,24.41,0.0,1029.33,73.87,2.63,2.06,
402,2021-12-14 04:27:02.337978,2021-12-14 04:26:52.248115,0.0,24.41,0.0,1029.41,73.12,2.51,2.04,
403,2021-12-14 04:29:13.680983,2021-12-14 04:29:03.526327,0.0,24.41,0.0,1029.45,73.94,2.43,2.0,
404,2021-12-14 04:31:24.841562,2021-12-14 04:31:14.754578,0.0,34.18,0.0,1029.35,74.52,2.37,1.96,
405,2021-12-14 04:33:35.974283,2021-12-14 04:33:25.876885,0.0,24.41,0.0,1029.48,74.34,2.43,1.96,
406,2021-12-14 04:35:47.080924,2021-12-14 04:35:36.983127,0.0,29.3,0.0,1029.51,74.67,2.42,1.93,
407,2021-12-14 04:37:58.498257,2021-12-14 04:37:48.226559,0.0,24.41,0.0,1029.39,74.44,2.5,1.96,
408,2021-12-14 04:40:10.113228,2021-12-14 04:39:59.916758,0.0,24.41,0.0,1029.4,74.54,2.46,1.97,
409,2021-12-14 04:42:21.291228,2021-12-14 04:42:11.197720,0.0,29.3,0.0,1029.42,74.66,2.4,1.96,
410,2021-12-14 04:44:32.565608,2021-12-14 04:44:22.469401,0.0,24.41,0.0,1029.67,74.49,2.37,1.94,
411,2021-12-14 04:46:44.677549,2021-12-14 04:46:33.851585,0.0,24.41,0.0,1029.55,75.01,2.37,1.96,
412,2021-12-14 04:48:55.956674,2021-12-14 04:48:45.741570,0.0,24.41,0.0,1029.47,74.75,2.43,1.97,
413,2021-12-14 04:51:07.120597,2021-12-14 04:50:57.021408,0.0,24.41,0.0,1029.52,74.51,2.47,2.0,
414,2021-12-14 04:53:18.393356,2021-12-14 04:53:08.298362,0.0,24.41,0.0,1029.59,74.59,2.42,1.99,
415,2021-12-14 04:57:30.278653,2021-12-14 04:57:20.002251,0.0,24.41,0.0,1029.46,74.94,2.32,1.93,
416,2021-12-14 04:59:41.593339,2021-12-14 04:59:31.381377,0.0,24.41,0.0,1029.47,75.14,2.26,1.89,
417,2021-12-14 05:01:53.004289,2021-12-14 05:01:42.616493,0.0,24.41,0.0,1029.49,75.58,2.28,1.87,
418,2021-12-14 05:04:04.469877,2021-12-14 05:03:54.243490,0.0,29.3,0.0,1029.55,75.03,2.23,1.84,
419,2021-12-14 05:06:15.976722,2021-12-14 05:06:05.480664,0.0,24.41,0.0,1029.56,75.7,2.11,1.79,
420,2021-12-14 05:08:27.050879,2021-12-14 05:08:16.954026,0.0,29.3,0.0,1029.53,75.78,1.98,1.75,
421,2021-12-14 05:10:38.376243,2021-12-14 05:10:28.281861,0.0,29.3,0.0,1029.42,76.07,1.94,1.71,
422,2021-12-14 05:12:49.655302,2021-12-14 05:12:39.559622,0.0,24.41,0.0,1029.45,75.93,1.92,1.66,
423,2021-12-14 05:15:00.931752,2021-12-14 05:14:50.839551,0.0,19.53,0.0,1029.56,76.83,1.88,1.59,
424,2021-12-14 05:17:12.192203,2021-12-14 05:17:02.037194,0.0,24.41,0.0,1029.56,76.9,1.95,1.59,
425,2021-12-14 05:19:24.003862,2021-12-14 05:19:13.223395,0.0,24.41,0.0,1029.65,76.51,2.01,1.58,
426,2021-12-14 05:21:35.662631,2021-12-14 05:21:25.082444,0.0,24.41,0.0,1029.55,75.89,1.98,1.55,
427,2021-12-14 05:23:47.141569,2021-12-14 05:23:36.776550,0.0,24.41,0.0,1029.65,76.4,1.87,1.49,
428,2021-12-14 05:25:58.477397,2021-12-14 05:25:48.253043,0.0,29.3,0.0,1029.55,76.45,1.75,1.47,
429,2021-12-14 05:28:09.859055,2021-12-14 05:27:59.632844,0.0,24.41,0.0,1029.81,76.91,1.77,1.47,
430,2021-12-14 05:30:21.376594,2021-12-14 05:30:11.051521,0.0,24.41,0.0,1029.62,76.65,1.8,1.42,
431,2021-12-14 05:32:35.113784,2021-12-14 05:32:22.714130,0.0,29.3,0.0,1029.63,76.97,1.81,1.43,
432,2021-12-14 05:34:46.470612,2021-12-14 05:34:36.338462,0.0,24.41,0.0,1029.56,77.03,1.84,1.42,
433,2021-12-14 05:36:57.800283,2021-12-14 05:36:47.715803,0.0,24.41,0.0,1029.76,77.0,1.91,1.48,
434,2021-12-14 05:39:08.880343,2021-12-14 05:38:58.786787,0.0,24.41,0.0,1029.68,76.85,1.99,1.5,
